,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,11.399999999999999,18.15,55088.55,876.57,-1257.5,11.67,16.42,8808.19,430.66,893.37
31,11.399999999999999,18.09,29803.82,869.06,-1258.0,11.31,2.21,8823.3,429.04,889.41
32,11.71,18.05,29787.32,866.04,-1260.8000000000002,11.57,2.06,8799.49,428.85,888.46
33,12.21,18.03,29684.88,855.56,-1271.3400000000001,11.56,2.0,8815.69,426.77,889.27
34,12.79,17.98,29001.27,849.17,-1279.92,11.54,2.05,8811.56,423.63,889.75
35,13.090000000000003,17.9,28940.85,836.4,-1294.6399999999999,11.56,2.24,8812.04,418.9,889.06
36,13.329999999999998,17.85,28073.78,828.56,-1321.88,11.49,2.03,8791.16,414.71,886.84
37,13.520000000000003,17.78,27809.94,817.1,-1335.1800000000003,11.45,1.96,8740.9,411.86,885.55
38,13.61,17.67,26521.16,808.8,-1349.19,11.44,1.78,8830.0,409.69,883.37
39,13.68,17.52,26314.79,802.53,-1363.0,11.37,2.01,8763.59,406.12,882.08
40,13.700000000000003,17.5,26139.45,799.74,-1376.4500000000003,11.34,2.1,8773.42,404.16,880.02
41,13.64,17.41,26164.6,795.19,-1390.6100000000001,11.35,2.0,8744.39,401.92,877.07
42,13.550000000000004,17.33,25722.09,785.03,-1408.75,11.28,2.22,8739.18,400.11,874.56
43,13.509999999999998,17.25,26320.69,780.38,-1424.9700000000003,11.27,2.06,8750.83,399.86,872.28
44,13.380000000000003,17.17,26138.03,778.38,-1439.17,11.27,2.09,8720.83,400.27,869.84
45,13.230000000000004,17.15,25993.4,773.64,-1446.9,11.21,2.11,8674.68,399.13,865.3
46,13.100000000000001,17.1,25283.61,764.01,-1459.42,11.2,2.19,8697.17,397.2,861.9
47,12.96,17.07,24889.09,760.24,-1476.2600000000002,11.18,2.03,8682.36,394.71,859.55
48,12.86,17.02,24850.9,754.72,-1485.67,11.12,2.01,8711.4,393.24,858.06
49,12.71,17.03,24916.27,752.89,-1501.4700000000003,11.04,2.08,8676.3,389.66,857.76
50,12.469999999999999,16.99,24513.48,750.93,-1514.31,11.05,1.92,8691.48,385.3,856.29
51,12.310000000000002,16.96,24152.97,749.53,-1518.13,11.04,2.05,8737.88,387.25,856.96
52,12.07,16.91,24146.75,746.54,-1529.67,11.03,2.03,8690.64,385.39,856.18
53,11.910000000000004,16.85,23314.22,742.16,-1540.19,11.03,2.17,8690.05,383.42,853.6
54,11.770000000000003,16.79,23137.1,737.88,-1547.56,11.02,2.07,8643.86,382.5,850.36
55,11.560000000000002,16.75,22964.74,736.31,-1561.23,10.97,1.96,8618.62,381.73,846.81
56,11.410000000000004,16.74,22694.42,735.58,-1567.33,10.96,1.86,8652.44,380.69,844.91
57,11.380000000000003,16.66,22302.04,734.77,-1577.5500000000002,10.95,1.93,8643.43,381.23,842.62
58,11.160000000000004,16.63,22426.45,732.45,-1580.44,10.94,1.85,8585.65,380.57,840.09
59,11.07,16.61,22505.47,729.8,-1591.8200000000002,10.93,1.9,8657.4,380.09,837.12
