,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,15.760000000000005,29.25,43642.36,2144.09,751.3199999999997,15.41,21.8,36523.76,1160.44,1922.41
31,15.79,29.22,43537.19,2131.15,745.9899999999998,15.04,4.0,36385.35,1157.29,1921.62
32,16.230000000000004,29.21,43790.79,2124.96,736.29,15.32,4.03,36531.99,1156.12,1918.62
33,16.93,29.07,43513.11,2108.72,720.5799999999999,15.29,3.97,36584.26,1155.21,1919.22
34,17.39,28.93,43366.25,2079.49,689.6499999999996,15.24,3.95,36268.33,1143.88,1910.81
35,17.83,28.84,43174.64,2068.72,674.0299999999997,15.21,3.63,36496.75,1141.33,1908.8
36,18.28,28.77,43461.22,2052.62,653.3599999999997,15.19,3.55,36386.08,1139.13,1909.82
37,18.75,28.75,43760.51,2049.23,663.4099999999999,15.2,3.51,36978.26,1135.88,1914.56
38,18.980000000000004,28.72,43706.57,2034.24,636.96,15.21,3.65,36866.49,1137.08,1909.0
39,19.130000000000003,28.56,43460.95,2016.54,608.9399999999996,15.08,3.73,36759.34,1127.85,1903.24
40,19.32,28.43,43453.01,2003.75,584.3499999999995,15.07,3.83,36442.69,1125.76,1896.68
41,19.450000000000003,28.37,43375.41,1994.81,562.1199999999999,15.03,3.8,36506.62,1121.74,1890.58
42,19.550000000000004,28.31,43415.25,1985.24,547.71,15.07,4.11,36483.82,1118.71,1886.26
43,19.590000000000003,28.2,43339.22,1967.52,516.5900000000001,15.01,4.02,36497.14,1117.73,1881.44
44,19.58,28.06,43274.73,1963.21,492.40999999999985,14.96,4.02,36448.65,1113.72,1877.59
45,19.61,27.91,43252.89,1951.39,463.8599999999997,14.86,3.91,36345.61,1110.4,1874.88
46,19.620000000000005,27.81,43196.13,1941.36,459.9300000000003,14.9,4.0,36470.98,1109.11,1873.07
47,19.61,27.81,43178.63,1932.37,456.75,14.84,4.15,36559.23,1106.79,1870.03
48,19.57,27.73,43229.49,1930.79,434.0799999999999,14.85,4.13,36505.81,1106.53,1864.0
49,19.57,27.72,43428.3,1925.3,430.5,14.85,4.12,36700.08,1107.48,1862.92
50,19.520000000000003,27.75,43441.82,1921.25,409.22999999999956,14.84,3.88,36708.67,1105.77,1856.53
51,19.440000000000005,27.71,43404.53,1919.57,396.72999999999956,14.79,4.08,36784.98,1105.8,1854.55
52,19.380000000000003,27.66,43566.42,1917.46,381.75,14.78,4.09,36848.08,1104.29,1851.81
53,19.33,27.62,43637.36,1913.95,373.89999999999964,14.76,3.7,37048.52,1104.95,1849.76
54,19.230000000000004,27.58,43698.6,1912.12,357.3900000000003,14.73,3.9,37107.96,1104.07,1847.08
55,19.060000000000002,27.47,43655.88,1902.49,340.5599999999995,14.67,3.9,36950.46,1099.87,1836.44
56,18.86,27.41,43580.51,1897.35,315.5500000000002,14.6,3.94,36791.37,1092.61,1829.54
57,18.840000000000003,27.37,43680.88,1893.31,302.6899999999996,14.58,3.84,36963.64,1097.47,1828.01
58,18.700000000000003,27.33,43585.89,1887.47,290.59999999999945,14.57,3.69,36839.91,1094.47,1824.46
59,18.68,27.31,43941.25,1897.58,292.59999999999945,14.57,3.97,37169.76,1098.61,1828.47
