,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
0,0.0,0.0,12.19,0.0,0.0,2.35,4.52,0.0,0.0,0.0
1,0.0,0.0,2.41,0.0,0.0,0.3,1.01,0.0,0.0,0.0
2,0.0,0.0,1.95,0.0,0.0,0.21,0.76,0.0,0.0,0.0
3,0.0,0.0,2.01,0.0,0.0,0.21,0.77,0.0,0.0,0.0
4,0.0,0.0,2.02,0.0,0.0,0.2,0.75,0.0,0.0,0.0
5,0.0,0.0,2.01,0.0,0.0,0.2,0.74,0.0,0.0,0.0
6,0.0,0.0,2.0,0.0,0.0,0.19,0.73,0.0,0.0,0.0
7,0.0,0.0,2.0,0.0,0.0,0.19,0.73,0.0,0.0,0.0
8,0.0,0.0,1.99,0.0,0.0,0.19,0.72,0.0,0.0,0.0
9,0.0,0.0,1.98,0.0,0.0,0.19,0.72,0.0,0.0,0.0
