,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM],temperatura,humedad,dx(ALCOHOL_s1[PPM]),dx(MONOXIDO DE CARBONO_S1[PPM]),dx(DIHIDROGENO_s1[PPM]),dx(ACETONA_s1[PPM]),dx(METANO_s1[PPM]),dx(ALCOHOL_s2[PPM]),dx(MONOXIDO DE CARBONO_S2[PPM]),dx(DIHIDROGENO_s2[PPM]),dx(ACETONA_s2[PPM]),dx(METANO_s2[PPM]),dx(temperatura),dx(humedad)
0,8.02,3.27,1581.36,94.22,1666.58,8.11,11.5,722.38,57.95,120.52,34.2,15.0,0.0,0.0,19.090000000000146,-0.3100000000000023,-8.25,-0.14999999999999947,-0.5299999999999994,-20.840000000000032,-1.0500000000000043,-0.8499999999999943,0.0,0.0
1,8.02,3.27,1600.45,93.91,1658.33,7.96,10.97,701.54,56.9,119.67,34.2,15.0,0.03500000000000014,0.0,-23.324999999999932,-0.18500000000000227,-3.25,-0.09999999999999964,-0.1900000000000004,-13.860000000000014,-0.9450000000000003,-0.644999999999996,0.0,0.0
2,8.09,3.27,1534.71,93.85,1660.08,7.91,11.12,694.66,56.06,119.23,34.2,15.0,0.08499999999999996,0.010000000000000009,1.17999999999995,0.10999999999999943,1.1449999999999818,-0.020000000000000018,0.0699999999999994,1.7000000000000455,-0.5700000000000003,-0.00999999999999801,0.0,0.0
3,8.19,3.29,1602.81,94.13,1660.62,7.92,11.11,704.94,55.76,119.65,34.2,15.0,0.08999999999999986,0.010000000000000009,15.0,0.41500000000000625,1.4500000000000455,-0.004999999999999893,0.010000000000000675,1.615000000000009,-0.16000000000000014,-0.07500000000000284,0.0,0.0
4,8.27,3.29,1564.71,94.68,1662.98,7.9,11.14,697.89,55.74,119.08,34.2,15.0,0.07500000000000018,0.0,15.335000000000036,0.6200000000000045,0.875,0.004999999999999893,0.08999999999999986,-2.2900000000000205,0.08500000000000085,0.07000000000000028,0.0,0.0
5,8.34,3.29,1633.48,95.37,1662.37,7.93,11.29,700.36,55.93,119.79,34.2,15.0,0.0600000000000005,0.0,31.694999999999936,0.6699999999999946,-5.034999999999968,-0.0050000000000003375,-0.020000000000000462,-0.48500000000001364,0.0799999999999983,0.39000000000000057,0.0,0.0
6,8.39,3.29,1628.1,96.02,1652.91,7.89,11.1,696.92,55.9,119.86,34.2,15.0,0.04999999999999982,0.010000000000000009,-29.970000000000027,1.1499999999999986,-4.899999999999977,-0.04499999999999993,-0.10999999999999943,0.7549999999999955,0.05999999999999872,0.0899999999999963,0.0,0.0
7,8.44,3.31,1573.54,97.67,1652.57,7.84,11.07,701.87,56.05,119.97,34.2,15.0,0.040000000000000036,0.0,-13.5,1.4849999999999994,-1.07000000000005,-0.020000000000000018,-0.04499999999999993,0.160000000000025,0.14499999999999957,0.4799999999999969,0.0,0.0
8,8.47,3.29,1601.1,98.99,1650.77,7.85,11.01,697.24,56.19,120.82,34.2,15.0,0.03000000000000025,0.0,32.58000000000004,1.0799999999999983,-3.2450000000000045,-0.015000000000000124,-0.03500000000000014,-0.4700000000000273,0.020000000000003126,0.8200000000000003,0.0,0.0
9,8.5,3.31,1638.7,99.83,1646.08,7.81,11.0,700.93,56.09,121.61,34.2,15.0,0.02999999999999936,0.0,12.43500000000006,0.6750000000000043,-1.3199999999999363,-0.004999999999999893,0.03000000000000025,-1.1550000000000296,0.019999999999999574,0.9950000000000045,0.0,0.0
10,8.53,3.29,1625.97,100.34,1648.13,7.84,11.07,694.93,56.23,122.81,34.2,15.0,0.025000000000000355,-0.010000000000000009,6.42999999999995,0.365000000000002,1.07000000000005,0.025000000000000355,0.025000000000000355,2.0750000000000455,0.254999999999999,1.0600000000000023,0.0,0.0
11,8.55,3.29,1651.56,100.56,1648.22,7.86,11.05,705.08,56.6,123.73,34.2,15.0,0.03000000000000025,0.0,-4.675000000000068,0.259999999999998,1.5399999999999636,0.02499999999999991,0.01499999999999968,-0.6649999999999636,0.40000000000000213,0.5700000000000003,0.0,0.0
12,8.59,3.29,1616.62,100.86,1651.21,7.89,11.1,693.6,57.03,123.95,34.2,15.0,0.02999999999999936,0.004999999999999893,-5.759999999999991,0.14999999999999858,-0.07000000000005002,-0.0050000000000003375,0.04999999999999982,-6.900000000000034,0.28999999999999915,0.41499999999999915,0.0,0.0
13,8.61,3.3,1640.04,100.86,1648.08,7.85,11.15,691.28,57.18,124.56,34.2,15.0,0.01499999999999968,0.010000000000000009,10.975000000000023,0.10499999999999687,1.759999999999991,-0.020000000000000018,0.0,2.9350000000000023,-0.10000000000000142,0.125,0.0,0.0
14,8.62,3.31,1638.57,101.07,1654.73,7.85,11.1,699.47,56.83,124.2,34.2,15.0,0.004999999999999893,0.010000000000000009,27.44500000000005,0.3299999999999983,5.57000000000005,0.015000000000000124,0.0,-0.05500000000000682,-0.3500000000000014,-0.20000000000000284,0.0,0.0
