,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,14.990000000000002,16.21,41739.09,633.58,800.04,10.39,14.64,7516.86,324.21,581.14
31,15.010000000000002,16.14,24949.99,630.83,792.6100000000001,10.13,0.0,7531.48,322.51,579.14
32,15.190000000000001,16.12,24843.31,629.75,788.79,10.34,0.0,7503.68,321.65,577.87
33,15.630000000000003,16.09,24583.19,628.23,787.04,10.32,0.0,7514.65,322.1,577.57
34,15.830000000000002,16.07,24988.24,625.59,785.71,10.31,0.0,7478.52,321.67,580.05
35,16.03,15.94,24969.14,620.13,779.0700000000002,10.28,0.0,7491.04,319.89,578.72
36,16.220000000000002,15.87,24991.96,615.23,776.3699999999999,10.29,0.0,7502.06,317.49,577.81
37,16.34,15.82,24749.71,613.93,771.4299999999998,10.25,0.0,7507.91,317.77,579.58
38,16.380000000000003,15.76,24643.26,608.19,760.4200000000001,10.28,0.0,7468.88,317.1,579.01
39,16.57,15.76,24239.63,607.89,757.3600000000001,10.26,0.0,7568.26,316.49,579.35
40,16.62,15.68,23255.12,600.36,743.4699999999998,10.23,0.0,7488.73,314.66,577.6
41,16.720000000000002,15.64,23798.88,600.56,738.06,10.21,0.0,7481.49,314.34,578.17
42,16.78,15.61,23805.7,598.84,729.3000000000002,10.21,0.0,7468.05,313.42,577.68
43,16.82,15.57,23594.96,598.57,724.5900000000001,10.16,0.0,7442.84,313.76,578.43
44,16.8,15.53,23530.9,596.47,714.5300000000002,10.14,0.0,7446.44,311.93,577.33
45,16.7,15.48,23392.61,593.61,703.96,10.12,0.0,7419.17,311.06,575.83
46,16.57,15.41,23219.04,590.39,692.6500000000001,10.03,0.0,7363.68,309.38,575.17
47,16.55,15.41,23290.36,592.0,684.5,10.03,0.0,7367.47,310.27,575.58
48,16.42,15.33,22720.02,587.35,666.6300000000001,10.06,0.0,7299.31,306.0,573.5
49,16.36,15.23,22626.76,581.41,661.1500000000001,10.04,0.0,7261.84,304.29,571.07
50,16.27,15.17,22269.2,579.95,650.2400000000002,10.03,0.0,7216.51,302.55,569.89
51,16.240000000000002,15.16,22266.86,580.57,645.8899999999999,9.98,0.0,7221.48,304.56,570.67
52,16.34,15.25,23052.45,589.74,658.31,10.03,0.0,7380.37,310.13,575.37
53,16.3,15.23,22869.4,591.21,658.0100000000002,10.04,0.0,7374.65,309.12,576.14
54,16.130000000000003,15.16,22961.11,584.53,642.6399999999999,9.98,0.0,7288.89,305.39,572.78
55,16.09,15.14,22506.42,587.12,644.0799999999999,9.99,0.0,7338.12,306.74,574.53
56,15.95,15.12,22129.75,584.09,635.8200000000002,9.95,0.0,7236.77,305.7,572.76
57,15.82,15.05,22101.47,582.16,625.5300000000002,9.95,0.0,7213.19,303.88,571.05
58,15.810000000000002,15.08,22046.57,585.51,626.54,10.04,0.0,7278.99,305.96,574.15
59,15.830000000000002,15.1,22177.39,591.68,631.6500000000001,9.97,0.0,7320.59,308.5,577.16
