,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,6.859999999999999,17.37,49218.53,691.57,-1198.8000000000002,11.81,16.61,8103.9,363.85,680.54
31,6.810000000000002,17.29,23666.18,679.89,-1197.65,11.5,1.99,8026.35,362.99,676.43
32,7.010000000000002,17.18,23482.69,675.7,-1201.0900000000001,11.74,2.16,7952.18,361.41,674.45
33,7.460000000000001,17.16,23331.03,671.92,-1202.7600000000002,11.68,2.13,7958.3,360.67,676.69
34,7.830000000000002,17.12,23095.42,671.88,-1214.71,11.68,2.21,7967.49,361.07,681.45
35,8.329999999999998,17.08,22900.74,672.45,-1219.15,11.7,2.07,8013.91,360.74,685.45
36,8.810000000000002,17.04,23311.41,675.4,-1229.4099999999999,11.65,2.29,8062.84,360.7,692.81
37,9.189999999999998,17.03,23116.88,678.37,-1234.35,11.65,2.0,8062.51,360.47,699.72
38,9.630000000000003,17.0,23145.78,684.95,-1251.1399999999999,11.65,1.94,8099.45,361.39,710.24
39,10.04,17.01,23379.13,692.96,-1265.1100000000001,11.63,2.1,8148.51,362.51,715.95
40,10.410000000000004,16.96,23336.21,698.89,-1272.67,11.55,1.89,8217.43,361.81,722.47
41,10.86,16.93,23482.59,706.15,-1277.8899999999999,11.55,2.11,8203.22,362.61,730.02
42,11.240000000000002,16.93,23683.03,711.14,-1281.38,11.54,1.93,8254.18,364.41,742.13
43,11.5,16.91,23683.34,719.54,-1282.69,11.54,2.04,8264.98,365.52,754.07
44,11.910000000000004,16.9,24210.66,730.77,-1286.0700000000002,11.54,1.76,8321.94,368.19,768.97
45,12.370000000000005,16.89,24280.44,739.52,-1292.0900000000001,11.54,1.93,8344.01,372.64,784.12
46,12.82,16.89,24652.82,751.82,-1294.8600000000001,11.51,2.03,8366.51,376.27,794.32
47,13.21,16.91,24832.79,768.58,-1299.02,11.49,1.7,8390.91,380.9,812.64
48,13.600000000000001,16.94,25703.46,783.06,-1304.8600000000001,11.56,1.79,8482.98,382.86,831.82
49,14.0,16.96,25790.85,798.68,-1308.73,11.49,1.74,8480.0,387.51,852.27
50,14.54,16.99,26128.06,811.21,-1307.29,11.52,1.65,8516.47,396.23,868.23
51,14.950000000000003,17.02,26538.09,829.57,-1309.42,11.53,1.76,8620.49,399.85,889.57
52,15.370000000000005,17.01,26727.87,850.27,-1301.2800000000002,11.47,2.05,8704.51,401.35,913.07
53,15.719999999999999,17.01,27804.18,870.21,-1305.71,11.52,2.04,8685.72,404.54,931.83
54,16.120000000000005,17.01,27705.06,885.59,-1304.27,11.52,2.05,8654.43,408.39,952.05
55,16.520000000000003,17.03,28449.81,895.27,-1300.85,11.53,2.15,8634.29,412.39,972.44
56,16.72,17.05,29064.95,912.34,-1299.6800000000003,11.53,2.04,8772.63,416.65,993.32
57,17.11,17.07,29304.35,925.82,-1297.56,11.49,2.03,8776.31,422.59,1013.42
58,17.35,17.06,29418.46,942.13,-1294.21,11.59,1.95,8786.15,426.72,1031.39
59,17.6,17.1,30244.18,959.72,-1293.7800000000002,11.54,2.03,8781.47,429.51,1052.37
