,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,9.71,25.94,31338.29,1582.75,444.28999999999996,14.86,20.99,26191.22,864.71,1415.92
31,9.730000000000004,25.88,31170.7,1573.45,445.6999999999998,14.49,4.29,26066.8,861.08,1412.04
32,10.370000000000005,25.95,31415.09,1590.99,457.53999999999996,14.89,4.32,26602.74,870.4,1425.76
33,11.060000000000002,26.02,31702.71,1606.38,485.4899999999998,14.91,4.23,27193.86,879.15,1440.08
34,11.68,26.08,31962.47,1618.93,495.8299999999999,14.93,4.28,27647.87,884.76,1455.11
35,12.310000000000002,26.05,31865.06,1618.48,483.8699999999999,14.95,4.19,27848.32,884.41,1463.1
36,12.780000000000001,25.97,31988.44,1613.45,482.09000000000015,14.92,4.33,27940.29,882.19,1464.06
37,13.200000000000003,25.96,32074.31,1611.49,475.6700000000001,14.9,4.17,28062.98,883.36,1470.1
38,13.410000000000004,25.95,32200.9,1609.07,467.8099999999995,14.83,4.26,28136.21,880.27,1475.69
39,13.93,25.95,32433.94,1613.93,459.09000000000015,14.85,4.04,28380.74,884.25,1486.98
40,14.340000000000003,25.91,32791.9,1618.12,458.96000000000004,14.82,4.08,28501.81,890.08,1498.43
41,14.79,25.95,33036.85,1627.25,458.6899999999996,14.81,3.96,28874.52,893.71,1508.82
42,15.910000000000004,26.48,35498.36,1701.36,559.9700000000003,15.04,3.95,30291.74,924.51,1569.69
43,16.260000000000005,26.42,35324.84,1701.75,538.5500000000002,15.2,3.93,30197.23,922.64,1578.88
44,16.510000000000005,26.31,35153.05,1703.92,534.1199999999999,15.16,4.09,30299.64,923.29,1584.19
45,16.700000000000003,26.22,34844.86,1699.73,515.5699999999997,15.07,3.89,30211.69,922.39,1588.98
46,16.740000000000002,26.06,34009.37,1690.65,486.3599999999997,15.03,4.04,29912.2,915.68,1586.27
47,15.89,25.64,32321.16,1617.92,358.89999999999964,14.82,4.06,28594.41,882.66,1539.43
48,16.310000000000002,25.73,33029.03,1633.77,363.6800000000003,14.85,3.99,29063.81,892.92,1554.4
49,16.550000000000004,25.73,33133.82,1634.89,366.8800000000001,14.82,4.14,29064.42,895.04,1560.99
50,16.72,25.62,33041.92,1635.05,358.46000000000004,14.79,4.11,29035.64,895.18,1564.2
51,16.92,25.66,33228.86,1639.02,336.3900000000003,14.73,4.23,29105.47,897.41,1570.6
52,17.0,25.51,33135.91,1635.03,324.4200000000001,14.7,4.09,29050.13,893.56,1573.18
53,17.090000000000003,25.42,33086.87,1631.03,297.5199999999995,14.63,3.92,29046.01,891.39,1576.08
54,17.17,25.4,32926.92,1627.63,275.72000000000025,14.53,3.96,29026.35,888.53,1579.94
55,17.29,25.39,33030.01,1629.44,263.52999999999975,14.54,3.7,29108.36,886.65,1586.34
56,17.370000000000005,25.27,32642.23,1627.95,246.10999999999967,14.54,3.85,28971.25,886.66,1590.75
57,17.4,25.17,32409.27,1623.83,224.6899999999996,14.47,3.75,28777.14,884.28,1590.88
58,17.46,25.15,32372.39,1623.2,196.75,14.43,4.12,28790.41,880.03,1596.72
59,17.57,25.13,32464.01,1624.53,199.64000000000033,14.45,4.14,28720.91,881.13,1604.53
