,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,7.950000000000003,17.99,54598.43,738.44,-984.8600000000001,12.18,17.12,8817.48,400.16,769.61
31,8.02,17.95,26663.67,736.49,-972.2400000000002,11.88,2.16,8828.96,399.93,767.25
32,8.25,17.88,26433.0,733.53,-1002.0500000000002,12.13,2.39,8742.25,398.35,764.92
33,8.670000000000002,17.83,26674.98,731.41,-1005.9500000000003,12.07,2.46,8756.16,395.4,767.11
34,9.07,17.8,25911.07,726.54,-1020.5799999999999,12.02,2.26,8787.91,392.38,766.79
35,9.340000000000003,17.73,25403.72,719.29,-1040.5500000000002,12.03,2.39,8722.68,385.24,764.86
36,9.57,17.59,25098.54,714.18,-1052.0700000000002,12.0,2.13,8690.77,383.84,763.34
37,9.730000000000004,17.49,25025.29,711.16,-1074.67,11.96,2.01,8654.56,381.96,760.59
38,9.86,17.43,24444.42,707.19,-1102.96,11.98,2.14,8676.78,380.41,758.95
39,9.939999999999998,17.38,24827.64,702.79,-1119.0500000000002,11.95,1.89,8675.63,378.59,758.23
40,10.079999999999998,17.31,24358.78,697.97,-1138.2000000000003,11.88,2.12,8669.3,376.58,757.88
41,10.120000000000005,17.23,24302.55,695.82,-1151.5100000000002,11.88,2.25,8695.38,374.91,756.71
42,10.170000000000002,17.19,24006.64,694.27,-1156.3600000000001,11.84,2.08,8711.69,374.15,756.47
43,10.189999999999998,17.15,23956.51,691.58,-1171.88,11.83,2.26,8696.75,373.32,757.04
44,10.170000000000002,17.12,23951.59,689.65,-1198.6,11.79,2.1,8715.32,372.9,756.8
45,10.149999999999999,17.1,23691.1,687.62,-1200.4700000000003,11.75,2.1,8751.82,372.03,756.88
46,10.130000000000003,17.06,23911.84,687.04,-1202.06,11.72,2.17,8680.57,372.04,756.46
47,10.07,17.03,23793.13,683.65,-1210.46,11.68,2.26,8754.85,370.94,756.85
48,10.009999999999998,17.02,23742.94,682.17,-1226.54,11.66,2.25,8757.07,370.72,756.66
49,9.910000000000004,17.02,23369.76,680.14,-1231.0700000000002,11.67,2.13,8744.48,369.47,756.22
50,9.880000000000003,17.02,23639.93,681.21,-1243.75,11.64,2.0,8763.38,369.15,756.63
51,9.829999999999998,16.98,23191.64,679.94,-1257.31,11.61,2.11,8679.36,368.58,755.51
52,9.75,16.91,23135.62,677.33,-1271.9700000000003,11.6,2.18,8633.58,368.67,755.29
53,9.660000000000004,16.84,23406.63,676.06,-1276.48,11.55,2.32,8625.56,367.47,754.45
54,9.560000000000002,16.81,23212.67,674.43,-1289.27,11.5,2.42,8622.54,367.53,753.33
55,9.509999999999998,16.78,22690.44,674.39,-1298.8200000000002,11.53,2.03,8604.71,366.27,752.57
56,9.380000000000003,16.76,22946.03,673.9,-1313.5300000000002,11.52,2.13,8621.12,365.57,753.13
57,9.270000000000003,16.73,22624.95,673.67,-1327.37,11.48,2.11,8569.86,366.02,752.43
58,9.160000000000004,16.71,22469.61,674.05,-1334.2400000000002,11.48,2.01,8576.0,366.11,751.41
59,9.100000000000001,16.68,22323.28,672.18,-1343.5500000000002,11.46,2.03,8572.34,365.67,750.15
