,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,7.900000000000002,17.21,48479.71,694.9,-1270.6100000000001,11.62,16.35,7958.37,364.77,700.76
31,7.98,17.21,24116.69,693.93,-1267.94,11.38,1.94,8018.04,366.03,699.68
32,8.350000000000001,17.18,23922.83,692.19,-1267.6,11.59,1.49,8053.81,365.42,698.98
33,8.800000000000004,17.14,24244.38,688.14,-1275.19,11.53,1.24,7982.14,364.61,701.94
34,9.240000000000002,17.08,23989.09,680.96,-1288.3000000000002,11.49,1.7,8025.43,363.63,704.55
35,9.719999999999999,17.05,23654.5,677.15,-1301.3899999999999,11.53,1.5,8039.54,363.07,710.51
36,10.189999999999998,17.02,23448.56,674.93,-1317.52,11.48,1.63,8033.92,362.81,713.81
37,10.670000000000002,17.0,23633.65,674.39,-1332.06,11.43,1.51,8084.64,361.75,716.29
38,11.079999999999998,16.99,23458.47,677.17,-1338.5300000000002,11.46,1.25,8141.47,362.93,720.5
39,11.39,16.92,23317.83,680.94,-1348.35,11.41,1.42,8182.94,363.24,725.89
40,11.810000000000002,16.87,23622.34,687.26,-1360.0300000000002,11.43,1.21,8213.11,363.95,732.73
41,12.130000000000003,16.83,23477.86,694.06,-1362.4500000000003,11.36,1.37,8239.54,364.84,743.17
42,12.530000000000001,16.78,23641.88,697.33,-1373.6599999999999,11.34,1.59,8273.57,365.04,751.71
43,12.810000000000002,16.77,23682.2,702.97,-1382.0700000000002,11.34,1.05,8294.19,365.82,758.87
44,12.980000000000004,16.75,23951.64,706.03,-1388.9300000000003,11.37,1.48,8320.08,365.6,769.66
45,13.120000000000005,16.73,23837.5,709.34,-1396.73,11.36,1.36,8299.15,366.52,775.44
46,13.310000000000002,16.73,23688.5,712.45,-1403.0,11.32,1.63,8367.51,367.72,783.24
47,13.450000000000003,16.69,24019.43,713.72,-1406.9900000000002,11.3,1.68,8291.83,367.7,787.86
48,13.530000000000001,16.68,24335.86,718.16,-1415.0,11.3,1.62,8346.25,369.41,791.91
49,13.620000000000005,16.61,24117.59,722.95,-1423.3600000000001,11.31,1.72,8364.97,370.1,799.13
50,13.740000000000002,16.62,24362.03,726.61,-1430.5700000000002,11.29,1.56,8378.85,371.09,805.64
51,13.800000000000004,16.57,24032.25,730.33,-1437.12,11.28,1.67,8355.29,372.41,812.47
52,13.850000000000001,16.57,24458.0,733.82,-1441.8200000000002,11.21,1.79,8402.46,372.97,820.22
53,13.86,16.56,24112.01,736.68,-1441.9500000000003,11.27,1.87,8381.71,374.04,828.11
54,14.0,16.53,24656.68,739.69,-1448.62,11.27,1.64,8412.74,376.29,834.95
55,14.009999999999998,16.56,24424.06,745.24,-1449.8200000000002,11.22,1.94,8381.83,377.05,842.84
56,14.149999999999999,16.57,24970.28,749.15,-1457.4099999999999,11.15,1.84,8405.52,378.8,852.66
57,14.270000000000003,16.55,24619.31,752.75,-1463.6100000000001,11.18,1.64,8417.09,379.52,857.19
58,14.399999999999999,16.56,24873.08,755.89,-1469.7600000000002,11.15,1.54,8410.31,381.04,862.66
59,14.410000000000004,16.55,24812.55,762.83,-1475.8200000000002,11.16,1.65,8427.28,381.48,871.51
