,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,10.75,27.66,165136.84,2004.37,498.0199999999995,14.99,21.19,30000.42,1114.73,1827.74
31,11.050000000000004,27.82,113312.87,2027.26,522.1599999999999,14.74,3.31,30661.87,1130.64,1849.52
32,11.260000000000005,27.74,111899.82,2008.26,509.21000000000004,14.92,3.43,30293.24,1119.59,1838.06
33,11.800000000000004,27.68,112425.36,2002.7,488.22999999999956,14.95,3.39,30423.64,1116.55,1843.96
34,12.660000000000004,27.74,114155.79,2013.17,505.9399999999996,15.0,3.62,30501.32,1121.59,1864.18
35,13.230000000000004,27.66,115724.25,2007.67,485.2399999999998,14.94,3.43,30632.33,1120.51,1871.62
36,13.469999999999999,27.52,113179.17,1970.89,447.22999999999956,14.86,3.12,30555.17,1100.46,1862.02
37,13.760000000000005,27.31,111656.36,1944.54,409.1999999999998,14.83,3.17,30235.88,1090.85,1852.58
38,15.86,28.32,125302.04,2109.35,574.3099999999995,15.06,3.86,33673.77,1174.54,1979.07
39,16.57,28.33,121369.17,2127.29,577.1700000000001,15.11,4.43,33786.83,1179.02,2007.26
40,17.120000000000005,28.35,122140.12,2135.32,563.6199999999999,15.12,4.38,33853.83,1185.07,2030.49
41,17.550000000000004,28.34,122833.82,2137.64,569.8599999999997,15.08,4.07,34068.24,1188.32,2050.18
42,17.89,28.33,127871.39,2143.43,566.1899999999996,15.11,4.87,34358.82,1187.64,2063.6
43,18.260000000000005,28.3,140851.09,2148.11,552.5999999999995,15.12,6.33,34497.48,1190.71,2081.43
44,18.870000000000005,28.38,129375.9,2170.92,559.6400000000003,15.07,5.21,34738.58,1204.99,2112.64
45,19.380000000000003,28.45,135356.96,2197.6,589.7799999999997,15.12,5.48,35017.69,1223.9,2143.76
46,19.730000000000004,28.46,127614.57,2208.18,584.2399999999998,15.09,4.62,35211.18,1233.21,2165.86
47,19.950000000000003,28.43,129961.38,2206.71,569.2799999999997,15.15,5.29,35182.36,1229.93,2176.37
48,20.160000000000004,28.37,129451.13,2204.5,553.25,15.05,4.86,35137.35,1226.31,2187.65
49,20.32,28.33,127533.78,2200.89,530.0199999999995,15.04,4.79,35045.03,1221.13,2195.36
50,20.32,28.1,127467.65,2179.26,501.4899999999998,14.96,4.94,34800.81,1201.55,2196.33
51,20.410000000000004,27.93,123366.81,2171.07,485.6400000000003,14.9,4.29,34848.48,1199.28,2201.08
52,20.68,28.02,124385.6,2180.67,494.3000000000002,14.9,4.62,34860.93,1205.35,2217.19
53,20.810000000000002,28.03,124599.45,2193.09,485.71000000000004,14.94,4.49,35115.87,1212.21,2234.06
54,21.03,27.96,123301.87,2191.8,473.5799999999999,14.88,4.43,35075.72,1213.58,2247.34
55,21.11,27.92,124092.69,2189.4,461.4499999999998,14.87,4.3,34977.91,1211.16,2255.17
56,21.35,27.85,122630.75,2193.21,466.0799999999999,14.86,4.51,35126.95,1209.74,2268.94
57,21.550000000000004,27.86,126269.4,2200.79,457.7399999999998,14.92,4.42,35204.94,1214.21,2283.0
58,21.760000000000005,27.87,134632.67,2206.33,454.6199999999999,14.91,5.6,35383.56,1225.49,2298.54
59,21.990000000000002,27.85,124819.22,2217.07,446.09000000000015,14.88,4.23,35451.95,1227.27,2317.49
