,ALCOHOL_s1[PPM],MONOXIDO DE CARBONO_S1[PPM],DIHIDROGENO_s1[PPM],ACETONA_s1[PPM],METANO_s1[PPM],ALCOHOL_s2[PPM],MONOXIDO DE CARBONO_S2[PPM],DIHIDROGENO_s2[PPM],ACETONA_s2[PPM],METANO_s2[PPM]
30,10.25,17.49,49499.79,739.59,-1269.5700000000002,11.58,16.3,8011.76,381.28,758.98
31,10.29,17.48,26088.08,735.78,-1273.0300000000002,11.35,2.23,8016.68,379.83,756.55
32,10.670000000000002,17.43,26043.0,734.52,-1275.62,11.56,2.47,7971.02,379.19,755.42
33,11.11,17.37,25978.33,733.87,-1281.4500000000003,11.55,2.19,8000.54,377.23,755.87
34,11.39,17.29,25488.74,728.5,-1292.1399999999999,11.54,2.11,8012.35,373.66,756.65
35,11.579999999999998,17.19,25379.63,723.06,-1312.2600000000002,11.55,2.29,8087.33,371.61,757.06
36,11.829999999999998,17.15,25000.62,716.18,-1327.69,11.49,2.22,8002.55,369.13,756.05
37,11.89,17.07,24359.65,712.65,-1339.5,11.47,2.13,8060.55,366.94,754.13
38,11.93,17.04,24303.63,706.92,-1351.9500000000003,11.51,2.17,8020.62,365.26,752.79
39,11.990000000000002,17.04,24144.91,704.7,-1365.0900000000001,11.47,2.14,8046.86,364.5,752.92
40,12.020000000000003,16.98,24185.14,700.65,-1376.29,11.41,2.17,8094.9,364.02,751.55
41,11.93,16.89,23996.97,694.89,-1392.5900000000001,11.42,2.11,8085.45,363.14,749.02
42,11.880000000000003,16.79,23503.57,690.33,-1403.4,11.4,2.13,8051.83,362.45,747.11
43,11.850000000000001,16.75,23585.06,684.83,-1418.08,11.31,2.08,8015.06,361.7,746.32
44,11.759999999999998,16.72,23518.24,679.97,-1432.31,11.32,2.17,8013.06,361.64,745.45
45,11.57,16.63,22974.97,675.52,-1437.92,11.33,2.05,8042.89,361.17,743.89
46,11.43,16.56,22861.16,672.29,-1451.87,11.25,2.17,8030.44,360.48,742.85
47,11.380000000000003,16.54,22609.21,671.64,-1456.1100000000001,11.19,2.14,8080.34,361.34,742.54
48,11.370000000000005,16.54,22963.3,670.12,-1466.1,11.17,2.08,8115.98,360.81,742.61
49,11.189999999999998,16.55,22672.02,668.75,-1479.04,11.16,2.12,8076.14,361.72,742.8
50,11.009999999999998,16.53,22721.84,667.46,-1495.21,11.08,2.09,8100.97,360.25,740.63
51,10.950000000000003,16.5,22831.24,667.1,-1498.42,11.11,2.24,8142.45,360.55,739.96
52,10.71,16.45,22590.92,666.75,-1514.62,11.04,2.29,8108.79,359.14,737.97
53,10.490000000000002,16.37,22467.67,663.68,-1526.62,11.04,2.24,8044.41,356.66,734.91
54,10.240000000000002,16.25,22127.36,661.18,-1540.9099999999999,11.05,2.08,7978.36,353.07,729.93
55,10.04,16.2,21561.98,660.01,-1554.9099999999999,11.06,2.1,7984.85,350.95,730.42
56,9.899999999999999,16.2,21897.49,657.24,-1566.1800000000003,10.95,2.0,7908.63,350.24,729.18
57,9.79,16.17,21898.77,656.44,-1572.3899999999999,10.98,1.96,7951.41,351.03,729.21
58,9.649999999999999,16.14,21658.6,655.62,-1578.3899999999999,10.97,1.94,7938.66,349.46,729.04
59,9.469999999999999,16.11,21407.86,653.72,-1584.96,10.96,1.84,7947.66,348.88,727.72
